Customer ID,PL_P,CC_P,HL_P,SA_P,RD_P,MF_P,Month period
CUST1011939,0.3462,0.1575,0.4023,0.5541,0.3815,0.2448,2026-06
CUST1011940,0.421,0.3359,0.1957,0.1934,0.2582,0.3099,2026-06
CUST1011941,0.4057,0.2426,0.3165,0.2312,0.5704,0.01,2026-06
CUST1011942,0.2169,0.4582,0.2627,0.2321,0.1982,0.7204,2026-06
CUST1011943,0.4188,0.5229,0.2794,0.07539999999999999,0.3537,0.2342,2026-06
CUST1011944,0.2182,0.4145,0.01,0.3616,0.227,0.1172,2026-06
CUST1011945,0.2095,0.4743,0.3097,0.01,0.2788,0.4755,2026-06
CUST1011946,0.1703,0.2106,0.01,0.1488,0.4685,0.0187,2026-06
CUST1011947,0.2655,0.2939,0.3055,0.1389,0.3104,0.2819,2026-06
CUST1011948,0.3486,0.327,0.4212,0.0475,0.3476,0.288,2026-06
CUST1011949,0.5054999999999999,0.6015,0.3731,0.2737,0.2188,0.4667,2026-06
CUST1011950,0.4341,0.4699,0.01,0.2066,0.3544,0.125,2026-06
CUST1011951,0.2918,0.3425,0.318,0.1547,0.3412,0.6896,2026-06
CUST1011952,0.4723,0.3535,0.3919,0.0844,0.5346,0.3852,2026-06
CUST1011953,0.5306999999999999,0.3605,0.4131,0.1337,0.3625,0.3909,2026-06
CUST1011954,0.3004,0.4202,0.3656,0.7738,0.167,0.439,2026-06
CUST1011955,0.3187,0.1695,0.1494,0.2364,0.3915,0.01,2026-06
CUST1011956,0.2918,0.4914,0.0411,0.2792,0.2558,0.1022,2026-06
CUST1011957,0.0108,0.3575,0.0435,0.2334,0.307,0.198,2026-06
CUST1011958,0.3923,0.3287,0.4434,0.1012,0.3142,0.4294,2026-06
CUST1011959,0.4108,0.4133,0.1353,0.0621,0.5281,0.4578,2026-06
CUST1011960,0.1577,0.5125999999999999,0.2659,0.2048,0.2516,0.3545,2026-06
CUST1011961,0.5626,0.7683,0.4197,0.1218,0.3767,0.5266,2026-06
CUST1011962,0.09760000000000001,0.4099,0.1125,0.2363,0.3728,0.2313,2026-06
CUST1011963,0.5402,0.2182,0.326,0.2176,0.2998,0.1347,2026-06
CUST1011964,0.3265,0.3904,0.5002,0.158,0.381,0.4324,2026-06
CUST1011965,0.5423,0.3232,0.2804,0.122,0.4324,0.4873,2026-06
CUST1011966,0.5113,0.4506,0.4474,0.1306,0.3489,0.2132,2026-06
CUST1011967,0.1429,0.3246,0.2055,0.2016,0.5474,0.2232,2026-06
CUST1011968,0.5369,0.2336,0.2309,0.1102,0.3153,0.1599,2026-06
CUST1011969,0.4543,0.6608000000000001,0.1386,0.2714,0.3889,0.3286,2026-06
CUST1011970,0.6835,0.4412,0.3826,0.1725,0.2036,0.4797,2026-06
CUST1011971,0.4605,0.5683,0.054,0.06510000000000001,0.2476,0.2925,2026-06
CUST1011972,0.3223,0.5513,0.4695,0.2925,0.278,0.5296,2026-06
CUST1011973,0.4975,0.4962,0.3798,0.1612,0.4419,0.2549,2026-06
CUST1011974,0.341,0.6748,0.1688,0.1934,0.2402,0.6168,2026-06
CUST1011975,0.4679,0.4512,0.3224,0.01,0.2817,0.3262,2026-06
CUST1011976,0.4466,0.5716,0.1303,0.2329,0.0775,0.3673,2026-06
CUST1011977,0.5405,0.4195,0.5147,0.208,0.3715,0.4844,2026-06
CUST1011978,0.3879,0.6218,0.117,0.1744,0.3277,0.2048,2026-06
CUST1011979,0.3149,0.1776,0.3143,0.1417,0.6992,0.135,2026-06
CUST1011980,0.5154,0.5805,0.3533,0.2959,0.1654,0.3313,2026-06
CUST1011981,0.4009,0.7242,0.212,0.1886,0.3219,0.357,2026-06
CUST1011982,0.5056,0.7125,0.3483,0.1001,0.3441,0.443,2026-06
CUST1011983,0.2435,0.2688,0.0177,0.216,0.2821,0.246,2026-06
CUST1011984,0.3295,0.7237,0.1608,0.2484,0.4589,0.364,2026-06
CUST1011985,0.2868,0.3533,0.2429,0.0733,0.3268,0.5231,2026-06
CUST1011986,0.3876,0.504,0.4593,0.2565,0.3161,0.6523,2026-06
CUST1011987,0.3398,0.6516999999999999,0.248,0.2038,0.3942,0.3797,2026-06
CUST1011988,0.4383,0.4403,0.2368,0.1754,0.3898,0.5328000000000001,2026-06
CUST1011989,0.4243,0.6478,0.4525,0.2257,0.2593,0.2313,2026-06
CUST1011990,0.4196,0.3393,0.2217,0.2356,0.2141,0.3006,2026-06
CUST1011991,0.2982,0.4516,0.3506,0.1895,0.3761,0.5224,2026-06
CUST1011992,0.4937,0.4899,0.455,0.08019999999999999,0.4482,0.4229,2026-06
CUST1011993,0.3876,0.3419,0.4553,0.1262,0.2626,0.6031,2026-06
CUST1011994,0.3496,0.6272,0.5041,0.2138,0.4083,0.7594,2026-06
CUST1011995,0.454,0.4002,0.4783,0.1176,0.447,0.6345,2026-06
CUST1011996,0.3603,0.3984,0.3781,0.196,0.406,0.4779,2026-06
CUST1011997,0.5435,0.4113,0.314,0.2022,0.3671,0.4241,2026-06
CUST1011998,0.3059,0.3179,0.2689,0.2448,0.3409,0.1306,2026-06
CUST1011999,0.4645,0.6099,0.3358,0.1485,0.3614,0.2694,2026-06
CUST1012000,0.318,0.7701,0.3599,0.2362,0.2562,0.3704,2026-06
CUST1012001,0.3089,0.5145,0.4009,0.2479,0.3762,0.4031,2026-06
CUST1012002,0.4455,0.362,0.5348000000000001,0.2594,0.5051,0.4875,2026-06
CUST1012003,0.4068,0.4265,0.3487,0.1819,0.3877,0.3953,2026-06
CUST1012004,0.258,0.3565,0.2679,0.1537,0.2614,0.352,2026-06
CUST1012005,0.4604,0.2616,0.2442,0.2161,0.4372,0.2841,2026-06
CUST1012006,0.1381,0.2695,0.2871,0.262,0.4134,0.4912,2026-06
CUST1012007,0.4334,0.6651,0.16,0.2236,0.338,0.2454,2026-06
CUST1012008,0.3292,0.5627,0.1066,0.1859,0.2831,0.2469,2026-06
CUST1012009,0.4957,0.3777,0.3879,0.0704,0.2965,0.7621,2026-06
CUST1012010,0.2819,0.5107,0.3901,0.1202,0.3385,0.4824,2026-06
CUST1012011,0.3424,0.362,0.1106,0.3022,0.251,0.3834,2026-06
CUST1012012,0.3452,0.4382,0.4479,0.2673,0.4586,0.3681,2026-06
CUST1012013,0.2714,0.2233,0.0504,0.1897,0.3317,0.3147,2026-06
CUST1012014,0.4043,0.5175999999999999,0.511,0.1498,0.3551,0.5091,2026-06
CUST1012015,0.4167,0.2358,0.1795,0.2406,0.3904,0.4583,2026-06
CUST1012016,0.3543,0.5133,0.2627,0.1199,0.2828,0.3828,2026-06
CUST1012017,0.409,0.6478,0.136,0.318,0.3707,0.5958,2026-06
CUST1012018,0.2795,0.2063,0.1288,0.2234,0.5148,0.3065,2026-06
CUST1012019,0.1102,0.634,0.5088,0.2175,0.3078,0.5081,2026-06
CUST1012020,0.2733,0.6083,0.4495,0.1345,0.3107,0.3742,2026-06
CUST1012021,0.4837,0.0823,0.3192,0.1418,0.2962,0.2217,2026-06
CUST1012022,0.2912,0.5732,0.2449,0.239,0.2332,0.7748,2026-06
CUST1012023,0.4647,0.604,0.1144,0.2796,0.3651,0.3762,2026-06
CUST1012024,0.4233,0.08939999999999999,0.1003,0.1953,0.4198,0.2896,2026-06
CUST1012025,0.1726,0.3915,0.185,0.1904,0.3588,0.4508,2026-06
CUST1012026,0.3108,0.6619,0.1914,0.2932,0.2609,0.3377,2026-06
CUST1012027,0.5074,0.5111,0.0769,0.1177,0.2639,0.1741,2026-06
CUST1012028,0.4328,0.5558,0.3772,0.1206,0.3616,0.5810999999999999,2026-06
CUST1012029,0.4064,0.3659,0.2019,0.1183,0.4522,0.0246,2026-06
CUST1012030,0.3016,0.2821,0.01,0.1458,0.1414,0.0389,2026-06
CUST1012031,0.3402,0.4548,0.2884,0.1647,0.3191,0.6424,2026-06
CUST1012032,0.4148,0.2668,0.3215,0.2316,0.2897,0.4036,2026-06
CUST1012033,0.4015,0.5578,0.5409,0.01,0.4035,0.4961,2026-06
CUST1012034,0.2869,0.5243,0.3925,0.1551,0.3383,0.4987,2026-06
CUST1012035,0.3306,0.4089,0.1799,0.4111,0.3791,0.2171,2026-06
CUST1012036,0.1869,0.5402,0.01,0.0194,0.2995,0.01,2026-06
CUST1012037,0.2936,0.4622,0.3742,0.2718,0.209,0.3381,2026-06
CUST1012038,0.3967,0.5433,0.0961,0.3567,0.3894,0.2509,2026-06
CUST1012039,0.01,0.6716,0.1623,0.1409,0.1765,0.6707,2026-06
CUST1012040,0.294,0.4688,0.3791,0.3468,0.271,0.5546,2026-06
CUST1012041,0.1587,0.3382,0.1941,0.0101,0.2849,0.0377,2026-06
CUST1012042,0.3804,0.4013,0.3759,0.4924,0.279,0.6359,2026-06
CUST1012043,0.318,0.6563,0.3174,0.3259,0.1909,0.6153,2026-06
CUST1012044,0.3246,0.4957,0.4945,0.2833,0.3464,0.4318,2026-06
CUST1012045,0.2663,0.2728,0.271,0.1132,0.4535,0.1583,2026-06
CUST1012046,0.4503,0.5367,0.3235,0.1771,0.4953,0.4539,2026-06
CUST1012047,0.2657,0.2303,0.3481,0.1025,0.129,0.1801,2026-06
CUST1012048,0.4426,0.3827,0.2725,0.2959,0.2857,0.5526,2026-06
CUST1012049,0.1649,0.2504,0.0969,0.2756,0.2114,0.08160000000000001,2026-06
CUST1012050,0.2899,0.3752,0.1412,0.1314,0.3176,0.1022,2026-06
CUST1012051,0.434,0.4776,0.4658,0.1988,0.3674,0.5447,2026-06
CUST1012052,0.4737,0.4636,0.3971,0.4897,0.06710000000000001,0.3044,2026-06
CUST1012053,0.092,0.1501,0.1583,0.1352,0.4515,0.153,2026-06
CUST1012054,0.5173,0.446,0.2365,0.3256,0.2869,0.4494,2026-06
CUST1012055,0.4769,0.5342,0.4809,0.1956,0.2691,0.4966,2026-06
CUST1012056,0.4137,0.2981,0.3579,0.0979,0.3977,0.4222,2026-06
CUST1012057,0.3297,0.3559,0.2961,0.1654,0.5159,0.4253,2026-06
CUST1012058,0.2059,0.3347,0.526,0.1867,0.4615,0.6201,2026-06
CUST1012059,0.4546,0.3271,0.3909,0.0487,0.3955,0.1924,2026-06
CUST1012060,0.1812,0.2693,0.3052,0.1173,0.5048,0.2361,2026-06
CUST1012061,0.4629,0.2832,0.3178,0.1688,0.4499,0.06560000000000001,2026-06
CUST1012062,0.075,0.5395,0.2652,0.0735,0.3014,0.1002,2026-06
CUST1012063,0.3056,0.399,0.2254,0.2153,0.5856,0.2612,2026-06
CUST1012064,0.2573,0.2349,0.2417,0.2336,0.0407,0.0743,2026-06
CUST1012065,0.177,0.427,0.1939,0.1357,0.3082,0.334,2026-06
CUST1012066,0.4227,0.6698,0.1782,0.2209,0.1408,0.5075,2026-06
CUST1012067,0.3106,0.2961,0.3313,0.2429,0.4073,0.5534,2026-06
CUST1012068,0.1972,0.3604,0.4954,0.1384,0.3434,0.3181,2026-06
CUST1012069,0.3361,0.2604,0.1941,0.182,0.213,0.1998,2026-06
CUST1012070,0.5968,0.5805,0.4545,0.2136,0.3166,0.3818,2026-06
CUST1012071,0.0461,0.4432,0.01,0.2595,0.1914,0.3035,2026-06
CUST1012072,0.391,0.5303,0.2615,0.1825,0.6622,0.5669999999999999,2026-06
CUST1012073,0.4638,0.4145,0.3314,0.2104,0.3959,0.4905,2026-06
CUST1012074,0.4967,0.4425,0.5269,0.08500000000000001,0.598,0.6074000000000001,2026-06
CUST1012075,0.0646,0.2618,0.09089999999999999,0.2322,0.2078,0.2413,2026-06
CUST1012076,0.3946,0.4587,0.5118,0.2506,0.4168,0.7526,2026-06
CUST1012077,0.3901,0.7429,0.2447,0.2183,0.121,0.3901,2026-06
CUST1012078,0.1331,0.4088,0.249,0.1023,0.5807,0.3577,2026-06
CUST1012079,0.0857,0.2135,0.5233,0.0921,0.3097,0.7048,2026-06
CUST1012080,0.1869,0.5263,0.4278,0.0228,0.4388,0.5157,2026-06
CUST1012081,0.207,0.4669,0.4354,0.1677,0.3157,0.6339,2026-06
CUST1012082,0.06710000000000001,0.4426,0.0539,0.2296,0.2155,0.2504,2026-06
CUST1012083,0.2702,0.2257,0.075,0.1712,0.4025,0.1339,2026-06
CUST1012084,0.4029,0.3844,0.2294,0.1305,0.4684,0.1326,2026-06
CUST1012085,0.3239,0.302,0.01,0.3297,0.1685,0.2976,2026-06
CUST1012086,0.3864,0.5895,0.2544,0.1312,0.3393,0.534,2026-06
CUST1012087,0.3252,0.497,0.3225,0.1099,0.3093,0.4961,2026-06
CUST1012088,0.2942,0.4297,0.3205,0.2407,0.3564,0.4327,2026-06
CUST1012089,0.14,0.3601,0.1732,0.5101,0.2046,0.0364,2026-06
CUST1012090,0.3369,0.1654,0.2243,0.3376,0.4285,0.1576,2026-06
CUST1012091,0.4596,0.3806,0.3812,0.09950000000000001,0.4204,0.3396,2026-06
CUST1012092,0.3663,0.468,0.2003,0.1231,0.5354,0.3419,2026-06
CUST1012093,0.3192,0.4213,0.4687,0.516,0.08260000000000001,0.2777,2026-06
CUST1012094,0.3444,0.0958,0.238,0.0163,0.4173,0.3512,2026-06
CUST1012095,0.3455,0.7191,0.169,0.2342,0.3728,0.4089,2026-06
CUST1012096,0.4801,0.7915,0.2783,0.2675,0.2355,0.4307,2026-06
CUST1012097,0.2957,0.4872,0.2671,0.2641,0.4719,0.3796,2026-06
CUST1012098,0.4566,0.4644,0.5301,0.1109,0.5214,0.479,2026-06
CUST1012099,0.4394,0.2584,0.2801,0.1959,0.3297,0.4147,2026-06
CUST1012100,0.2024,0.3283,0.4787,0.1907,0.3147,0.6986,2026-06
CUST1012101,0.3319,0.4407,0.0434,0.0279,0.4196,0.1421,2026-06
CUST1012102,0.5416,0.555,0.343,0.1048,0.3039,0.6828,2026-06
CUST1012103,0.5404,0.4911,0.1093,0.0653,0.2711,0.2056,2026-06
CUST1012104,0.2683,0.5439000000000001,0.3966,0.08110000000000001,0.3064,0.2899,2026-06
CUST1012105,0.2735,0.07099999999999999,0.3153,0.1561,0.356,0.2517,2026-06
CUST1012106,0.3752,0.4531,0.4189,0.135,0.3391,0.6831,2026-06
CUST1012107,0.2637,0.1793,0.2275,0.251,0.2666,0.2455,2026-06
CUST1012108,0.4556,0.5133,0.1466,0.5911,0.262,0.4682,2026-06
CUST1012109,0.5923,0.5672,0.2729,0.0727,0.2488,0.3,2026-06
CUST1012110,0.3479,0.3342,0.3403,0.1866,0.3131,0.3475,2026-06
CUST1012111,0.3453,0.4408,0.1413,0.1536,0.5118,0.1905,2026-06
CUST1012112,0.1721,0.4072,0.4596,0.0912,0.0446,0.6609,2026-06
CUST1012113,0.3271,0.738,0.0311,0.2372,0.3391,0.3027,2026-06
CUST1012114,0.4943,0.194,0.1486,0.2669,0.2984,0.1408,2026-06
CUST1012115,0.4883,0.1382,0.0499,0.5726,0.3885,0.0617,2026-06
CUST1012116,0.1078,0.4999,0.4441,0.2017,0.4036,0.2645,2026-06
CUST1012117,0.3174,0.3635,0.3312,0.2761,0.4256,0.6025,2026-06
CUST1012118,0.446,0.4343,0.3826,0.1847,0.4502,0.4876,2026-06
CUST1012119,0.3393,0.4204,0.4865,0.1996,0.3845,0.5276999999999999,2026-06
CUST1012120,0.0649,0.4436,0.01,0.2265,0.279,0.0848,2026-06
CUST1012121,0.4891,0.4703,0.01,0.1526,0.2786,0.1155,2026-06
CUST1012122,0.4198,0.3147,0.4408,0.1843,0.2561,0.4207,2026-06
CUST1012123,0.3788,0.3567,0.4551,0.1269,0.3697,0.5426,2026-06
CUST1012124,0.4386,0.3712,0.5434,0.154,0.3728,0.3677,2026-06
CUST1012125,0.2335,0.3358,0.3738,0.2415,0.189,0.06279999999999999,2026-06
CUST1012126,0.4014,0.3691,0.4184,0.5735,0.3607,0.3621,2026-06
CUST1012127,0.2906,0.3291,0.5512,0.299,0.3985,0.3704,2026-06
CUST1012128,0.4355,0.4174,0.4832,0.1035,0.3633,0.453,2026-06
CUST1012129,0.1749,0.2216,0.2644,0.288,0.4193,0.229,2026-06
CUST1012130,0.3839,0.4547,0.1837,0.228,0.2057,0.5432,2026-06
CUST1012131,0.2144,0.367,0.0593,0.2067,0.2537,0.5824,2026-06
CUST1012132,0.4542,0.6788,0.3909,0.1461,0.3284,0.4189,2026-06
CUST1012133,0.4902,0.46,0.3335,0.1579,0.4374,0.5570000000000001,2026-06
CUST1012134,0.1319,0.2269,0.01,0.644,0.1064,0.01,2026-06
CUST1012135,0.3571,0.1198,0.3199,0.1836,0.456,0.2857,2026-06
CUST1012136,0.2492,0.1047,0.1416,0.1368,0.1701,0.1963,2026-06
CUST1012137,0.211,0.4482,0.3596,0.1511,0.2208,0.4296,2026-06
CUST1012138,0.3563,0.4804,0.2647,0.3356,0.1298,0.5142,2026-06
CUST1012139,0.4303,0.4913,0.5178,0.1787,0.429,0.627,2026-06
CUST1012140,0.3797,0.5501,0.3414,0.2611,0.4878,0.7069,2026-06
CUST1012141,0.4349,0.3797,0.4025,0.2381,0.358,0.3558,2026-06
CUST1012142,0.4684,0.44,0.2797,0.2638,0.2821,0.4345,2026-06
CUST1012143,0.3865,0.4781,0.4705,0.1114,0.2211,0.6384,2026-06
CUST1012144,0.4394,0.6085,0.1295,0.2171,0.3091,0.3663,2026-06
CUST1012145,0.4198,0.3336,0.4913,0.1537,0.46,0.4607,2026-06
CUST1012146,0.4083,0.4761,0.4881,0.1847,0.273,0.4026,2026-06
CUST1012147,0.2531,0.3272,0.5093,0.1589,0.4194,0.3464,2026-06
CUST1012148,0.4632,0.3243,0.1841,0.2983,0.3506,0.01,2026-06
CUST1012149,0.2257,0.4334,0.039,0.1883,0.3605,0.0557,2026-06
CUST1012150,0.1647,0.206,0.3098,0.255,0.3451,0.2817,2026-06
CUST1012151,0.4379,0.352,0.37,0.1434,0.4156,0.2007,2026-06
CUST1012152,0.5121,0.61,0.3509,0.0576,0.2943,0.4298,2026-06
CUST1012153,0.4061,0.8027,0.4598,0.1708,0.2531,0.6016,2026-06
CUST1012154,0.1162,0.2573,0.0182,0.8285,0.1649,0.1802,2026-06
CUST1012155,0.407,0.6665,0.4695,0.1641,0.4013,0.7158,2026-06
CUST1012156,0.3077,0.534,0.1612,0.09669999999999999,0.4251,0.616,2026-06
CUST1012157,0.5656,0.5062,0.345,0.2504,0.2635,0.5996,2026-06
CUST1012158,0.5528999999999999,0.7504999999999999,0.3331,0.0488,0.0634,0.4802,2026-06
CUST1012159,0.2143,0.5021,0.1865,0.2855,0.2807,0.1963,2026-06
CUST1012160,0.4084,0.3215,0.3317,0.195,0.264,0.3894,2026-06
CUST1012161,0.2519,0.188,0.3222,0.08799999999999999,0.4418,0.01,2026-06
CUST1012162,0.5226,0.2799,0.4567,0.1378,0.3328,0.4708,2026-06
CUST1012163,0.4994,0.3711,0.0405,0.1193,0.1923,0.3875,2026-06
CUST1012164,0.1668,0.5556,0.2764,0.1634,0.1793,0.4608,2026-06
CUST1012165,0.5737,0.6334,0.3736,0.0475,0.2729,0.4329,2026-06
CUST1012166,0.4187,0.519,0.3527,0.2673,0.3501,0.0709,2026-06
CUST1012167,0.3082,0.3734,0.5943000000000001,0.1562,0.4731,0.3836,2026-06
CUST1012168,0.1912,0.2768,0.0866,0.2834,0.1044,0.173,2026-06
CUST1012169,0.2754,0.5457,0.2907,0.2421,0.3346,0.376,2026-06
CUST1012170,0.1635,0.1458,0.1308,0.3039,0.2231,0.167,2026-06
CUST1012171,0.09039999999999999,0.5162,0.3703,0.2945,0.4056,0.6536999999999999,2026-06
CUST1012172,0.3201,0.1986,0.2323,0.1864,0.3861,0.1781,2026-06
CUST1012173,0.2676,0.4679,0.2723,0.065,0.4271,0.4654,2026-06
CUST1012174,0.4727,0.6768999999999999,0.2648,0.1367,0.3661,0.549,2026-06
CUST1012175,0.3424,0.5881,0.4941,0.2321,0.4304,0.4137,2026-06
CUST1012176,0.1521,0.2212,0.4608,0.1945,0.515,0.5605,2026-06
CUST1012177,0.2571,0.2139,0.2355,0.1446,0.4383,0.0167,2026-06
CUST1012178,0.4246,0.6594,0.3299,0.2088,0.3283,0.4784,2026-06
CUST1012179,0.3589,0.5465,0.4638,0.2424,0.3603,0.5348000000000001,2026-06
CUST1012180,0.4896,0.1995,0.01,0.3344,0.4729,0.234,2026-06
CUST1012181,0.4068,0.746,0.3342,0.2121,0.3667,0.6142,2026-06
CUST1012182,0.4624,0.435,0.3477,0.1653,0.3438,0.4054,2026-06
CUST1012183,0.375,0.463,0.01,0.1175,0.2229,0.2031,2026-06
CUST1012184,0.0461,0.5489000000000001,0.416,0.2236,0.3038,0.3079,2026-06
CUST1012185,0.2869,0.4164,0.4999,0.2341,0.2301,0.4685,2026-06
CUST1012186,0.3015,0.438,0.0296,0.5598,0.1244,0.1104,2026-06
CUST1012187,0.2706,0.3713,0.3273,0.0167,0.4609,0.5397,2026-06
CUST1012188,0.3876,0.3809,0.1033,0.1066,0.4463,0.2908,2026-06
CUST1012189,0.4082,0.6414,0.3012,0.2922,0.1985,0.4159,2026-06
CUST1012190,0.4491,0.3057,0.2786,0.2262,0.3489,0.3658,2026-06
CUST1012191,0.3411,0.1769,0.4308,0.0394,0.2725,0.214,2026-06
CUST1012192,0.4773,0.3719,0.5693,0.3455,0.2062,0.188,2026-06
CUST1012193,0.5485,0.3342,0.1639,0.01,0.3132,0.3787,2026-06
CUST1012194,0.4291,0.7138,0.319,0.0964,0.3229,0.4345,2026-06
CUST1012195,0.4207,0.5526,0.3557,0.1993,0.2357,0.3951,2026-06
CUST1012196,0.3749,0.6919,0.3635,0.2699,0.2633,0.5266,2026-06
CUST1012197,0.4766,0.7266,0.3975,0.1403,0.3427,0.395,2026-06
CUST1012198,0.2604,0.4817,0.4682,0.0305,0.3271,0.2851,2026-06
CUST1012199,0.4076,0.5512,0.4041,0.2108,0.4667,0.5779,2026-06
CUST1012200,0.4898,0.4553,0.3338,0.2304,0.2049,0.5575,2026-06
CUST1012201,0.4487,0.5931,0.2738,0.2001,0.3019,0.5723,2026-06
CUST1012202,0.3941,0.4714,0.2183,0.1765,0.2984,0.2067,2026-06
CUST1012203,0.2665,0.2039,0.209,0.2068,0.3237,0.1435,2026-06
CUST1012204,0.5298,0.5155,0.2444,0.3945,0.2256,0.4534,2026-06
CUST1012205,0.5427999999999999,0.5438,0.293,0.0885,0.5397999999999999,0.4713,2026-06
CUST1012206,0.1861,0.7027,0.4265,0.0456,0.2479,0.5184,2026-06
CUST1012207,0.4356,0.4298,0.3586,0.1946,0.2995,0.3771,2026-06
CUST1012208,0.4746,0.3909,0.6095,0.1054,0.5855,0.4296,2026-06
CUST1012209,0.1227,0.2453,0.2244,0.0639,0.3145,0.24,2026-06
CUST1012210,0.4389,0.3164,0.1585,0.2365,0.4782,0.2353,2026-06
CUST1012211,0.382,0.46,0.4071,0.09130000000000001,0.5954,0.3914,2026-06
CUST1012212,0.4392,0.3667,0.5705,0.2571,0.247,0.266,2026-06
CUST1012213,0.3969,0.546,0.3905,0.1762,0.3722,0.3325,2026-06
CUST1012214,0.3016,0.474,0.6293,0.2196,0.4371,0.6263,2026-06
CUST1012215,0.3873,0.4382,0.4363,0.1427,0.3386,0.5849,2026-06
CUST1012216,0.4478,0.6349,0.1614,0.196,0.0951,0.3393,2026-06
CUST1012217,0.2644,0.5689,0.3728,0.1028,0.4133,0.4623,2026-06
CUST1012218,0.07969999999999999,0.5679,0.3758,0.1886,0.3348,0.4115,2026-06
CUST1012219,0.4409,0.6083,0.1592,0.154,0.2515,0.3657,2026-06
CUST1012220,0.4871,0.5128,0.3223,0.0341,0.4259,0.433,2026-06
CUST1012221,0.196,0.2825,0.0596,0.1487,0.6889999999999999,0.1965,2026-06
CUST1012222,0.493,0.3267,0.2691,0.1686,0.3479,0.7488,2026-06
CUST1012223,0.4964,0.6194,0.3753,0.105,0.4912,0.5935,2026-06
CUST1012224,0.5232,0.6732,0.2548,0.1974,0.4064,0.4276,2026-06
CUST1012225,0.4623,0.2457,0.4556,0.23,0.2725,0.1159,2026-06
CUST1012226,0.4506,0.4478,0.3536,0.2025,0.5209,0.5634,2026-06
CUST1012227,0.1918,0.4108,0.1113,0.6091,0.1218,0.115,2026-06
CUST1012228,0.3748,0.6185,0.3283,0.2303,0.4599,0.5866,2026-06
CUST1012229,0.123,0.0593,0.2764,0.1436,0.375,0.1706,2026-06
CUST1012230,0.4739,0.4402,0.3869,0.2719,0.4648,0.4073,2026-06
CUST1012231,0.06710000000000001,0.1953,0.2887,0.0772,0.6415,0.1399,2026-06
CUST1012232,0.4766,0.4562,0.4098,0.1655,0.3868,0.4742,2026-06
CUST1012233,0.4761,0.5059,0.1298,0.2789,0.2035,0.1762,2026-06
CUST1012234,0.4483,0.8815,0.2291,0.229,0.4332,0.5041,2026-06
CUST1012235,0.2575,0.2312,0.2951,0.1304,0.3566,0.2901,2026-06
CUST1012236,0.2444,0.4983,0.6605,0.2026,0.4138,0.351,2026-06
CUST1012237,0.6652,0.6879999999999999,0.5016,0.131,0.3942,0.3269,2026-06
CUST1012238,0.2407,0.1385,0.243,0.0806,0.4233,0.2069,2026-06
CUST1012239,0.1451,0.3019,0.01,0.2743,0.1261,0.1384,2026-06
CUST1012240,0.4132,0.4772,0.3844,0.0394,0.3214,0.5983000000000001,2026-06
CUST1012241,0.2267,0.7669,0.1929,0.2311,0.1748,0.2225,2026-06
CUST1012242,0.4588,0.2847,0.3877,0.0563,0.2354,0.4279,2026-06
CUST1012243,0.2497,0.0964,0.3771,0.1704,0.4046,0.3699,2026-06
CUST1012244,0.3943,0.4471,0.4005,0.0925,0.3441,0.5179,2026-06
CUST1012245,0.27,0.3194,0.1367,0.1279,0.3703,0.3621,2026-06
CUST1012246,0.4727,0.2666,0.0421,0.3033,0.4335,0.1659,2026-06
CUST1012247,0.5603,0.583,0.2912,0.103,0.1619,0.4033,2026-06
CUST1012248,0.3725,0.5969,0.1326,0.2851,0.2748,0.4208,2026-06
CUST1012249,0.3373,0.2114,0.2139,0.06950000000000001,0.6287,0.1132,2026-06
CUST1012250,0.0861,0.3383,0.4719,0.1049,0.431,0.4367,2026-06
CUST1012251,0.5905,0.4584,0.3295,0.09810000000000001,0.1403,0.6362,2026-06
CUST1012252,0.5477,0.252,0.115,0.1215,0.4846,0.1208,2026-06
CUST1012253,0.4195,0.0794,0.2812,0.702,0.1587,0.3792,2026-06
CUST1012254,0.2853,0.3896,0.445,0.1299,0.2422,0.3446,2026-06
CUST1012255,0.3018,0.5248,0.154,0.1864,0.3827,0.2872,2026-06
CUST1012256,0.25,0.1889,0.146,0.07480000000000001,0.284,0.0891,2026-06
CUST1012257,0.477,0.4856,0.3141,0.1193,0.4804,0.421,2026-06
CUST1012258,0.26,0.2284,0.3716,0.0606,0.4016,0.4959,2026-06
CUST1012259,0.5251,0.5553,0.4885,0.1294,0.4063,0.4242,2026-06
CUST1012260,0.6058,0.409,0.5258,0.1344,0.4982,0.4667,2026-06
CUST1012261,0.2703,0.1541,0.3773,0.2237,0.3138,0.01,2026-06
CUST1012262,0.5034,0.4612,0.3851,0.1425,0.4495,0.4881,2026-06
CUST1012263,0.6427,0.5894,0.3547,0.1313,0.2654,0.467,2026-06
CUST1012264,0.1695,0.0823,0.2697,0.3348,0.2882,0.1147,2026-06
CUST1012265,0.5259,0.7539,0.3653,0.1794,0.2115,0.4307,2026-06
CUST1012266,0.3112,0.4545,0.0448,0.2652,0.1995,0.1412,2026-06
CUST1012267,0.3964,0.6514,0.4322,0.08890000000000001,0.3063,0.4851,2026-06
CUST1012268,0.3111,0.5514,0.2254,0.2256,0.14,0.5207000000000001,2026-06
CUST1012269,0.4229,0.4708,0.2529,0.0464,0.3606,0.273,2026-06
CUST1012270,0.0924,0.1841,0.08459999999999999,0.1314,0.666,0.1757,2026-06
