CustID,Month period,Average ticket size,Count,99% value,Total credit amount (sn),Total debit amount (sn),UPI txn count (sn),Salary credit flag (sn),MCC diversity count (sn),High value txn flag (sn),Most common channel (sn),Most common MCC (sn),Days since last txn (sn),Avg monthly balance proxy (sn)
CUST1012193,2026-06,106,7,106,210.08,0,6,Y,1,N,UPI,5691,13,312549.72
CUST1012194,2026-06,3756.57,20,4841.48,9462.639999999999,30189.78,15,Y,4,N,MOBILE_APP,0000,1,1094398.2
CUST1012195,2026-06,185.06,0,0,0,0,0,N,0,N,,,999,583187.83
CUST1012196,2026-06,97682.35000000001,25,3223.36,990742.48,6762.27,12,Y,3,N,INTERNET_BANKING,6011,12,857427.21
CUST1012197,2026-06,42399.86,32,14104.06,958327.52,19302.04,15,Y,4,N,MOBILE_APP,5814,3,478132.51
CUST1012198,2026-06,24572.29,17,2322.05,310074.69,3277.34,0,Y,4,N,MOBILE_APP,6011,12,90334.14
CUST1012199,2026-06,14675.65,19,26564.78,25586.64,256101.86,9,N,4,N,MOBILE_APP,5541,2,2207112.46
CUST1012200,2026-06,8616.059999999999,12,1901.95,5816.85,70608.38,0,N,3,N,INTERNET_BANKING,5691,4,508993.6
CUST1012201,2026-06,5165.62,21,6322.2,43085.37,18995.06,8,N,5,N,UPI,7399,1,1506216.77
CUST1012202,2026-06,881.09,12,881.09,3422.14,0,0,N,1,N,MOBILE_APP,5814,19,63497.45
CUST1012203,2026-06,472.68,8,472.68,1442.87,0,0,N,1,N,MOBILE_APP,4111,21,76602.89999999999
CUST1012204,2026-06,4552.04,93,9608.969999999999,86235.36,102198.62,8,N,8,N,MOBILE_APP,6513,2,479360.49
CUST1012205,2026-06,2685.21,26,2743.77,6286.86,28280.1,0,Y,3,N,MOBILE_APP,6513,3,525810.25
CUST1012206,2026-06,6073.94,32,4551.2,24729.06,42615.25,0,N,4,N,MOBILE_APP,5912,5,1431231.88
CUST1012207,2026-06,7763.9,28,14766.15,123533.21,37059.02,16,N,6,N,ATM,5411,6,815532.1899999999
CUST1012208,2026-06,8936.200000000001,17,565.65,32932.59,1503.04,0,Y,2,N,ATM,5541,20,664020.63
CUST1012209,2026-06,965.21,21,1082.68,0,11076.55,10,N,4,N,MOBILE_APP,5691,7,95887.23
CUST1012210,2026-06,47258.94,38,8065.31,515903.35,7545.04,7,Y,5,N,MOBILE_APP,8299,5,465868.26
CUST1012211,2026-06,43476.71,27,9742.85,790370.91,46717.68,5,Y,5,N,POS,5541,2,617337.91
CUST1012212,2026-06,3181.69,27,4560.49,24295.75,38647.14,8,N,5,N,INTERNET_BANKING,8299,2,155737.46
CUST1012213,2026-06,2985.26,26,1598.81,14172.92,12206.85,16,N,3,N,ATM,6513,14,107518.25
CUST1012214,2026-06,82844.34,58,40999.49,7487.59,1693133.15,16,N,6,N,MOBILE_APP,4814,4,2456572.58
CUST1012215,2026-06,10584.5,44,15046.31,5158.67,233224.73,18,Y,6,N,MOBILE_APP,4111,0,1128995.7
CUST1012216,2026-06,34418.33,48,4474.4,448750.16,19194.93,32,Y,4,N,INTERNET_BANKING,0000,1,1452095.49
CUST1012217,2026-06,322.29,0,0,0,0,0,N,0,N,,,999,1342190.63
CUST1012218,2026-06,1174.12,17,512.89,6298.63,1961.88,4,N,3,N,POS,8299,10,429970.92
CUST1012219,2026-06,30632.87,31,20897.66,0,398866.82,12,Y,4,N,MOBILE_APP,5411,1,820962.61
CUST1012220,2026-06,2816.88,9,1655.47,0,25052.87,0,Y,3,N,INTERNET_BANKING,4814,23,638173.66
CUST1012221,2026-06,2166.51,23,1169.8,3034.96,11016.73,0,N,3,N,INTERNET_BANKING,0000,16,282782.89
CUST1012222,2026-06,8212.41,11,8212.41,0,23653.69,0,N,1,N,UPI,0000,27,840744.15
CUST1012223,2026-06,423.36,0,0,0,0,0,N,0,N,,,999,1021985.89
CUST1012224,2026-06,2539.84,17,1241.89,0,33015.35,4,Y,3,N,INTERNET_BANKING,0000,6,188911.24
CUST1012225,2026-06,3709.52,12,4801.54,18054.69,10398.41,8,N,3,N,INTERNET_BANKING,4814,13,265935.36
CUST1012226,2026-06,8347.299999999999,20,9918.75,60855.81,11763.95,6,Y,3,N,MOBILE_APP,5541,21,1864445.13
CUST1012227,2026-06,485.04,24,505.19,1486.54,4036.58,8,Y,3,N,MOBILE_APP,5541,22,111605.52
CUST1012228,2026-06,34948.1,18,27110.13,280628.58,112406.42,8,Y,4,N,MOBILE_APP,6011,4,937407.71
CUST1012229,2026-06,372.6,7,372.6,0,728.3099999999999,0,N,1,N,MOBILE_APP,8299,24,259113.17
CUST1012230,2026-06,74674.36,43,16347.05,1505792.44,175049.92,14,Y,5,N,MOBILE_APP,8299,1,2644320.93
CUST1012231,2026-06,302.47,22,210.89,0,2048.92,21,N,3,N,MOBILE_APP,5541,13,167872.1
CUST1012232,2026-06,19002.13,16,18999.62,0,100321.94,5,Y,3,N,MOBILE_APP,4814,4,882729.03
CUST1012233,2026-06,662.8200000000001,19,571.47,2690.44,1886.73,0,Y,1,N,UPI,8299,15,377921.94
CUST1012234,2026-06,2188.86,31,2534.95,0,35545.87,0,Y,4,N,MOBILE_APP,4814,9,714499.22
CUST1012235,2026-06,453.3,0,0,0,0,0,N,0,N,,,999,192592.65
CUST1012236,2026-06,5004.67,10,5004.67,0,21000.52,0,Y,1,N,INTERNET_BANKING,5732,27,2350558.69
CUST1012237,2026-06,2131.05,13,1684.66,15262.14,0,0,N,2,N,MOBILE_APP,4900,14,289485.22
CUST1012238,2026-06,1820.68,29,2327.09,14369.56,6920.99,15,N,5,N,MOBILE_APP,5814,7,223339.37
CUST1012239,2026-06,569.3200000000001,21,305.36,684.75,5476.54,0,N,5,N,MOBILE_APP,5732,5,84420.03
CUST1012240,2026-06,20271.43,12,20271.43,0,66160.13,0,Y,1,N,ATM,5814,29,593893.8199999999
CUST1012241,2026-06,5579.09,25,5872.08,16453.5,21222.87,16,Y,3,N,MOBILE_APP,5812,5,1074889.04
CUST1012242,2026-06,4218.3,22,1407.62,6988.4,41166.57,5,Y,4,N,UPI,5691,11,1031849.85
CUST1012243,2026-06,2941.57,11,2941.57,0,9803.68,6,N,1,N,UPI,8299,15,350117.63
CUST1012244,2026-06,5871.19,24,6219.78,0,72943.95,24,N,2,N,MOBILE_APP,5912,4,413114.91
CUST1012245,2026-06,12851.55,8,12851.55,0,46382.04,6,N,1,N,MOBILE_APP,4900,0,784904.39
CUST1012246,2026-06,2462.91,13,1420.81,10205.06,4510.98,3,Y,3,N,ATM,7399,0,324176.96
CUST1012247,2026-06,2799.53,10,2715.71,14265.94,0,0,N,2,N,ATM,6513,2,202770.55
CUST1012248,2026-06,3044.1,27,702.35,30544.44,6792.44,16,N,3,N,MOBILE_APP,4814,20,80803.39
CUST1012249,2026-06,347.54,7,347.54,1027.01,0,5,N,1,N,BRANCH,6011,12,164334.34
CUST1012250,2026-06,2050.19,10,1390.94,3969.34,8251.42,6,N,2,N,UPI,5732,0,719730.8199999999
CUST1012251,2026-06,117308.82,11,4140.91,832120.4399999999,7631.05,0,Y,2,N,INTERNET_BANKING,0000,2,866918.6
CUST1012252,2026-06,1149.46,27,1058.96,1946.87,9891.139999999999,0,Y,3,N,UPI,6513,14,317604.77
CUST1012253,2026-06,829.78,13,667.9299999999999,4990.37,800.0599999999999,0,N,3,N,INTERNET_BANKING,5912,1,181192.71
CUST1012254,2026-06,2505.64,28,2604.95,4740.12,11450.47,14,N,4,N,UPI,4111,0,418544.8
CUST1012255,2026-06,4940.78,19,4222.08,8962.540000000001,10187.89,8,N,2,N,INTERNET_BANKING,4111,15,540943.5600000001
CUST1012256,2026-06,1194.71,3,1194.71,2234.51,0,0,N,1,N,MOBILE_APP,6513,17,196217.53
CUST1012257,2026-06,101659.13,14,37686.08,346416.45,68721.67999999999,0,Y,2,N,MOBILE_APP,5411,8,342600.51
CUST1012258,2026-06,21397.25,18,3855.5,9600.15,266170.12,5,N,3,N,MOBILE_APP,4814,17,813361.36
CUST1012259,2026-06,1206.99,21,1194.37,1674.16,13345.54,8,Y,3,N,INTERNET_BANKING,5814,1,324429.75
CUST1012260,2026-06,244.58,0,0,0,0,0,N,0,N,,,999,645389.66
CUST1012261,2026-06,994.37,21,378.28,0,5779.52,0,N,2,N,UPI,5912,1,267815.64
CUST1012262,2026-06,6117.94,13,5468.98,12939.2,92471.78,3,N,4,N,MOBILE_APP,6011,12,1198678.9
CUST1012263,2026-06,590.84,18,226.75,344.58,4290.47,8,Y,2,N,POS,5812,4,499834.9
CUST1012264,2026-06,856.47,34,856.55,2029.62,5804.87,24,N,4,N,MOBILE_APP,5411,16,155999.99
CUST1012265,2026-06,4746.58,24,4239.48,32609.84,5700.76,0,N,4,N,UPI,5541,4,1058673.32
CUST1012266,2026-06,1084.59,22,1162.38,0,5249.86,7,Y,3,N,INTERNET_BANKING,7399,11,75623.06
CUST1012267,2026-06,8444.65,17,6034.68,17599.58,44423.56,7,N,2,N,MOBILE_APP,5541,6,780422.26
CUST1012268,2026-06,2959.99,12,1886.67,6359.29,8317.93,0,N,2,N,MOBILE_APP,6011,5,1095484.1
CUST1012269,2026-06,8816.530000000001,11,716.89,2467.89,34149.1,5,N,2,N,MOBILE_APP,5912,4,463188.15
CUST1012270,2026-06,1005.04,9,596.36,7010.12,0,3,N,2,N,UPI,5812,0,47898.05
CUST1012271,2026-06,279.86,0,0,0,0,0,N,0,N,,,999,2507214.24
CUST1012272,2026-06,2997.77,40,6090.59,30697.02,27843.75,10,N,6,N,MOBILE_APP,6011,1,1384391.53
CUST1012273,2026-06,1393.14,17,680.49,1413.42,4077.24,6,N,2,N,MOBILE_APP,5812,7,231647.04
CUST1012274,2026-06,1712.72,31,1187.41,10202.09,2880.12,14,Y,4,N,MOBILE_APP,4900,1,914121.61
CUST1012275,2026-06,1844.87,10,882.13,0,19153.86,0,N,3,N,MOBILE_APP,6513,4,18346.27
CUST1012276,2026-06,2608.97,19,2834.49,0,28432.01,6,N,3,N,MOBILE_APP,5732,10,325754.52
CUST1012277,2026-06,1443.05,14,746.35,5230.06,0,7,N,2,N,UPI,5732,1,221429.81
CUST1012278,2026-06,615.6799999999999,21,595.02,1041.63,969.41,0,N,2,N,ATM,5691,8,290348.28
CUST1012279,2026-06,5974.8,24,7261.15,0,106698.07,5,N,4,N,POS,4111,2,860762.3
CUST1012280,2026-06,6759.9,25,9936.030000000001,6160.06,117356.23,8,Y,5,N,MOBILE_APP,5541,4,604447.4300000001
CUST1012281,2026-06,7920.28,19,5322.96,15737.64,32976.01,0,N,2,N,POS,5732,0,1574523.62
CUST1012282,2026-06,2255.18,31,2511.44,1941.71,26398.63,7,Y,4,N,UPI,4111,2,314041.7
CUST1012283,2026-06,4221.28,20,3998.13,53228.76,8675.870000000001,8,Y,2,N,MOBILE_APP,6011,1,179132.63
CUST1012284,2026-06,2374.01,17,2296.16,0,30506.35,3,Y,4,N,MOBILE_APP,0000,4,518145.25
CUST1012285,2026-06,74.75,0,0,0,0,0,N,0,N,,,999,43866.68
CUST1012286,2026-06,2515.2,17,1504.86,0,21348.58,0,N,2,N,UPI,5541,5,276159.36
CUST1012287,2026-06,1722.06,5,1722.06,5901.13,0,5,N,1,N,MOBILE_APP,4814,27,78979.11
CUST1012288,2026-06,2893.51,16,1467.54,3526.66,21455.47,0,N,2,N,MOBILE_APP,5411,2,485074.51
CUST1012289,2026-06,672.65,20,213.72,0,4486.29,8,Y,2,N,BRANCH,5912,9,126186.01
CUST1012290,2026-06,2988.15,46,4250.61,18420.44,32209.35,15,N,4,N,MOBILE_APP,4111,3,258970.38
CUST1012291,2026-06,2862.71,32,4072.29,10903.01,11822.67,16,N,4,N,MOBILE_APP,7399,1,480553.7
CUST1012292,2026-06,2156.23,16,1398.75,0,15268.02,0,N,1,N,ATM,7399,7,248947.98
CUST1012293,2026-06,3023.7,16,1384.52,3572.06,21249.18,6,N,2,N,ATM,5814,7,139567.06
CUST1012294,2026-06,1439.21,40,1644.19,14672.79,5860.63,21,N,5,N,INTERNET_BANKING,0000,1,582466.1
CUST1012295,2026-06,19913.57,14,3714.91,0,178390.56,0,N,2,N,INTERNET_BANKING,4111,12,1455506.36
CUST1012296,2026-06,2732.38,31,3224.04,1485.98,56786.09,0,N,3,N,MOBILE_APP,5732,13,328906.08
CUST1012297,2026-06,361119.12,20,211784.74,331803.08,1377266.75,0,Y,3,N,BRANCH,5691,3,671374.1
CUST1012298,2026-06,575.9299999999999,8,575.9299999999999,0,2312.46,0,N,1,N,ATM,5691,1,346206.77
CUST1012299,2026-06,396.59,0,0,0,0,0,N,0,N,,,999,99290.58
CUST1012300,2026-06,6631.74,36,9252.629999999999,54885.39,44021.29,20,N,6,N,MOBILE_APP,4814,2,1095470.15
CUST1012301,2026-06,123.18,0,0,0,0,0,N,0,N,,,999,122259.67
CUST1012302,2026-06,3733.44,7,3733.44,0,11579.87,6,Y,1,N,CALL_CENTER,0000,12,2437516.92
CUST1012303,2026-06,3423.55,5,3423.55,0,14617.63,5,N,1,N,UPI,6513,20,523179.35
CUST1012304,2026-06,5200.15,28,5446.82,12865.59,46475,18,N,4,N,MOBILE_APP,5691,11,188211.58
CUST1012305,2026-06,1592.94,32,1965.29,7199.14,4460.42,7,N,4,N,MOBILE_APP,5541,0,65757.94
CUST1012306,2026-06,2157.66,34,2623.42,5793.46,26126.67,16,Y,3,N,MOBILE_APP,5814,12,943803.91
CUST1012307,2026-06,68885.39999999999,22,1743.12,787927.2,8480.190000000001,6,Y,3,N,UPI,6011,0,1850705.8
CUST1012308,2026-06,52101.96,49,16667.46,109629.65,1364357.91,24,N,4,N,MOBILE_APP,5812,0,866406.84
CUST1012309,2026-06,849.4299999999999,19,937.1,1548.49,4539.87,4,N,4,N,MOBILE_APP,7399,10,56821.96
CUST1012310,2026-06,8305.51,14,3942.48,3345.5,80849.24000000001,0,Y,3,N,MOBILE_APP,6011,6,973389.7
CUST1012311,2026-06,23131.04,47,17327.8,10189.57,395855.42,21,N,5,N,MOBILE_APP,4111,0,1468403.37
CUST1012312,2026-06,973.1799999999999,20,850.42,1284.54,14364.89,4,N,5,N,MOBILE_APP,8299,1,52199.97
CUST1012313,2026-06,31472.01,16,1341.64,152428,0,0,Y,2,N,INTERNET_BANKING,0000,7,157876.79
CUST1012314,2026-06,8312.25,19,7932.33,0,97283.67,6,Y,3,N,MOBILE_APP,5812,6,1340528.21
CUST1012315,2026-06,7245.23,21,7701,23567.1,51191.26,0,N,3,N,CALL_CENTER,4900,5,506335.16
CUST1012316,2026-06,7860.34,29,12256.62,23612.08,73059.38,14,Y,3,N,MOBILE_APP,4814,12,885932.42
CUST1012317,2026-06,2101.89,9,1869.9,9458.940000000001,17508.52,6,N,3,N,MOBILE_APP,5912,17,17224.64
CUST1012318,2026-06,10074.02,6,10074.02,0,35164.16,6,Y,1,N,INTERNET_BANKING,4814,9,680438.47
CUST1012319,2026-06,356.39,18,260.98,0,1201.16,0,Y,2,N,MOBILE_APP,5912,8,191193
CUST1012320,2026-06,2928.35,40,2909.96,8641.200000000001,30754.78,8,Y,4,N,UPI,5691,6,1159722.93
CUST1012321,2026-06,3474.86,6,2723.94,0,21169.06,3,N,2,N,INTERNET_BANKING,4900,13,461859.94
CUST1012322,2026-06,1593.39,15,1396.99,4327.41,4991.05,6,N,1,N,CALL_CENTER,5812,12,1209575.52
CUST1012323,2026-06,2249.8,39,2966.07,23486.64,18349.15,14,Y,5,N,MOBILE_APP,5912,1,810897.8
CUST1012324,2026-06,1242.17,11,945.98,2246.5,3271.44,0,N,2,N,MOBILE_APP,7399,6,259350.48
CUST1012325,2026-06,4172.98,33,5124.12,0,59638.81,24,N,4,N,UPI,7399,5,311373.46
CUST1012326,2026-06,4109.17,11,4109.17,10115.76,0,0,Y,1,N,MOBILE_APP,5691,26,571586.9399999999
CUST1012327,2026-06,1688.91,24,1871.27,4677.67,19100.02,12,Y,3,N,MOBILE_APP,6011,1,572208.83
CUST1012328,2026-06,2958.29,23,1051.65,28527.2,5666.59,3,N,5,N,MOBILE_APP,4111,5,428155.84
CUST1012329,2026-06,904.05,7,904.05,0,4095.6,0,Y,1,N,UPI,5912,23,1796215.23
CUST1012330,2026-06,120995.8,10,1319.37,482152.88,3406.34,0,Y,2,N,INTERNET_BANKING,0000,23,905238.05
CUST1012331,2026-06,133098.83,14,4723.29,1467426.47,35544.15,3,Y,4,N,MOBILE_APP,0000,4,1886326.51
CUST1012332,2026-06,22008.28,7,22008.28,44354.66,0,0,N,1,N,MOBILE_APP,6011,0,3379157.8
CUST1012333,2026-06,5313.13,32,11027.09,51581.92,25837.5,10,Y,6,N,MOBILE_APP,5732,5,836091.45
CUST1012334,2026-06,7629.66,35,6616.08,28931.28,43687.66,16,N,4,N,INTERNET_BANKING,7399,7,299848.26
CUST1012335,2026-06,7577.35,11,6611.33,0,75496.86,0,Y,2,N,MOBILE_APP,6011,19,1108182.59
CUST1012336,2026-06,258.83,0,0,0,0,0,N,0,N,,,999,245511.04
CUST1012337,2026-06,759.02,16,708.66,0,6455.12,8,N,2,N,MOBILE_APP,5814,10,130627.33
CUST1012338,2026-06,57522.64,8,6584.95,0,354794.01,3,Y,2,N,MOBILE_APP,6011,13,427429.84
CUST1012339,2026-06,13357.78,13,12829.3,37758.3,50517.09,5,Y,2,N,MOBILE_APP,5541,23,538623.37
CUST1012340,2026-06,42686.64,52,81786.3,1114354.94,38585.02,7,Y,7,N,MOBILE_APP,5411,0,335561.77
CUST1012341,2026-06,18572.28,29,4306.09,244058.1,22207.67,9,Y,7,N,MOBILE_APP,5912,4,627853.73
CUST1012342,2026-06,1827.4,59,2500.49,7902.34,41403.64,16,Y,6,N,MOBILE_APP,8299,2,101239.9
CUST1012343,2026-06,14462.38,22,11584.53,25564.56,133639.44,7,N,3,N,BRANCH,5912,6,5189253.78
CUST1012344,2026-06,11847.93,13,3708.3,12626.47,34040.79,6,N,2,N,UPI,5691,20,1782002.84
CUST1012345,2026-06,386.21,0,0,0,0,0,N,0,N,,,999,162398.87
CUST1012346,2026-06,3531.99,6,3531.99,6405.86,0,0,Y,1,N,MOBILE_APP,5814,17,566293.01
CUST1012347,2026-06,4913.4,18,4531.79,23909.38,27893.93,15,N,3,N,INTERNET_BANKING,4900,8,453283.41
CUST1012348,2026-06,2757.83,15,2888.62,14264.28,12329.39,0,Y,3,N,MOBILE_APP,4900,4,264124.97
CUST1012349,2026-06,3726.47,10,1243.83,22244.57,4875.23,10,N,2,N,MOBILE_APP,6513,5,307340.11
CUST1012350,2026-06,3016.38,42,4970.32,29804.78,24267.5,7,N,4,N,MOBILE_APP,4814,0,501405.19
CUST1012351,2026-06,3406.37,25,2464.17,18740.1,4279.81,24,N,2,N,MOBILE_APP,4900,8,623185.17
CUST1012352,2026-06,44114.51,8,15517.73,0,240760.51,4,Y,2,N,UPI,4111,26,1067808.64
CUST1012353,2026-06,38830.4,20,41095.14,287959.1,30082.47,12,Y,5,N,MOBILE_APP,5691,2,497069.18
CUST1012354,2026-06,8485.469999999999,23,10469.23,45872.74,127819.29,6,Y,6,N,MOBILE_APP,5812,1,545233.96
CUST1012355,2026-06,679.48,8,679.48,0,2404.43,0,N,1,N,MOBILE_APP,6011,1,156158.04
CUST1012356,2026-06,14628.74,49,4316.7,349097.14,15727.03,14,Y,5,N,MOBILE_APP,0000,1,160806.62
CUST1012357,2026-06,251970.79,19,2262.36,1299843.14,8453.92,8,Y,2,N,CALL_CENTER,6513,15,2250467.65
CUST1012358,2026-06,832.98,11,730.83,3366.2,6138.29,3,N,2,N,MOBILE_APP,5812,18,58007.83
CUST1012359,2026-06,2490.59,37,3393.45,7161.33,44027.27,14,Y,5,N,MOBILE_APP,4814,1,217113.1
CUST1012360,2026-06,4023.31,17,6597.11,40201.35,37952.54,9,N,5,N,BRANCH,6011,15,163734.07
CUST1012361,2026-06,4148.86,14,1042.45,29352.89,0,0,Y,2,N,CALL_CENTER,4900,3,411448.16
CUST1012362,2026-06,957.01,31,1425.15,0,13247.53,0,N,3,N,INTERNET_BANKING,5541,5,449872.92
CUST1012363,2026-06,14211.99,24,10440.4,146621.46,12206.76,7,Y,2,N,MOBILE_APP,5812,5,1878726.13
CUST1012364,2026-06,677.3,12,677.3,1939.79,0,8,Y,1,N,INTERNET_BANKING,8299,19,68707.50999999999
CUST1012365,2026-06,5637.79,17,4464.97,21463.75,27224.42,0,N,3,N,MOBILE_APP,4111,1,386479.8
CUST1012366,2026-06,9328.58,10,9328.58,29165.13,0,0,N,1,N,ATM,5541,13,1268086.03
CUST1012367,2026-06,12162.99,9,7665.09,15071.26,41673.82,4,N,2,N,INTERNET_BANKING,5541,13,2724008.08
CUST1012368,2026-06,970.4400000000001,59,1180.4,4525.67,16993.44,16,N,7,N,MOBILE_APP,4814,6,111778.83
CUST1012369,2026-06,1142.79,35,1276.06,0,24733.13,21,N,3,N,MOBILE_APP,6011,3,330108.58
CUST1012370,2026-06,7543.67,17,11470.51,17492.86,98529.03999999999,9,Y,4,N,MOBILE_APP,4111,7,2044146.51
CUST1012371,2026-06,1070.2,46,1949.05,4639,9335.299999999999,18,N,6,N,UPI,5814,15,129325.8
CUST1012372,2026-06,67072.45,24,3758.91,1020366.52,25367.9,12,Y,4,N,BRANCH,4814,2,533061.72
CUST1012373,2026-06,11435.76,19,5836.01,52312.26,20185.6,6,Y,2,N,INTERNET_BANKING,4111,7,950873.87
CUST1012374,2026-06,6104.16,30,9670.57,0,38443.55,7,N,3,N,MOBILE_APP,0000,9,1647993.05
CUST1012375,2026-06,447.04,0,0,0,0,0,N,0,N,,,999,420203.53
CUST1012376,2026-06,13590.1,7,7055.77,11560.33,86820.78,0,N,2,N,MOBILE_APP,8299,9,829795.61
CUST1012377,2026-06,660.29,25,655.51,0,9538.290000000001,8,Y,2,N,ATM,0000,6,237027.26
CUST1012378,2026-06,60810.1,19,51864.46,245411.46,194289.48,5,Y,3,N,ATM,5732,14,122891.83
CUST1012379,2026-06,19954.67,10,5843.66,121276.95,10426.68,8,N,2,N,UPI,4900,17,528537.3100000001
CUST1012380,2026-06,4587.55,34,5041.9,8453.42,63155.53,24,Y,4,N,MOBILE_APP,6011,3,1035424.85
CUST1012381,2026-06,14772.1,51,9139.309999999999,29427.64,148017.69,14,Y,6,N,MOBILE_APP,5411,0,407574.18
CUST1012382,2026-06,13081.95,26,14592.47,0,227793.56,10,N,4,N,MOBILE_APP,5541,0,952132.13
CUST1012383,2026-06,76032.60000000001,42,213114.61,1123856.66,18109.66,14,Y,5,N,INTERNET_BANKING,0000,4,851859.34
CUST1012384,2026-06,633.65,32,537.72,6198.19,2059.7,16,N,3,N,MOBILE_APP,4814,18,101873.36
CUST1012385,2026-06,113.51,0,0,0,0,0,N,0,N,,,999,62345.88
CUST1012386,2026-06,2287.64,8,2287.64,0,8597.5,0,N,1,N,MOBILE_APP,5411,1,504530.73
CUST1012387,2026-06,3255.75,17,3889.77,13958.34,24364.26,0,N,3,N,MOBILE_APP,6011,13,291958.02
CUST1012388,2026-06,4243.6,11,3547.89,0,17190.49,4,Y,2,N,MOBILE_APP,5691,16,160860.1
CUST1012389,2026-06,7702.97,19,3864.29,0,71382.42,14,N,2,N,MOBILE_APP,6011,19,423615.29
CUST1012390,2026-06,18866.07,10,2520.09,169067.4,1553.57,6,N,3,N,UPI,6513,9,266106.38
CUST1012391,2026-06,934.5,32,643.34,1995.87,6662.24,16,N,4,N,UPI,5691,5,118183.58
CUST1012392,2026-06,23848.31,9,23848.31,0,85992.46000000001,0,Y,1,N,INTERNET_BANKING,4814,8,1204232.26
CUST1012393,2026-06,2935.31,22,1924.57,6738.04,25219.68,14,N,3,N,INTERNET_BANKING,5691,8,1062011.48
CUST1012394,2026-06,4340.39,21,3011.56,7188.1,42399.53,0,Y,4,N,INTERNET_BANKING,5912,1,818058.13
CUST1012395,2026-06,1398.44,19,785.9400000000001,5031.88,2492.36,6,N,3,N,MOBILE_APP,4900,1,62981.27
CUST1012396,2026-06,5364.03,15,5207.78,17683.13,24448.1,7,N,2,N,MOBILE_APP,5411,20,1055005.11
CUST1012397,2026-06,4723.93,6,4723.93,0,8484.379999999999,6,N,1,N,MOBILE_APP,4111,4,1605642.81
CUST1012398,2026-06,4446.59,10,1265.92,4988.71,17397.94,3,Y,2,N,MOBILE_APP,6513,15,985755.78
CUST1012399,2026-06,4755.34,39,3484.46,8989.75,58942.83,21,Y,4,N,UPI,6011,2,177765.41
CUST1012400,2026-06,12103.59,14,11837.97,38123.09,0,0,N,2,N,MOBILE_APP,8299,11,909208.3100000001
CUST1012401,2026-06,14286.97,29,14766.16,0,93471.60000000001,8,N,3,N,MOBILE_APP,5912,8,1225996.23
CUST1012402,2026-06,23784.08,30,16541.92,124885.56,145543.77,14,N,4,N,MOBILE_APP,5814,4,1923344.43
CUST1012403,2026-06,287.16,0,0,0,0,0,N,0,N,,,999,647783.29
CUST1012404,2026-06,901.6799999999999,11,859.23,1990.74,4153.64,0,Y,2,N,ATM,5732,5,299931.47
CUST1012405,2026-06,13865.39,30,16485.13,54879.12,98177.7,0,Y,3,N,MOBILE_APP,5691,2,2902114.02
CUST1012406,2026-06,429169.89,8,429169.89,1380647.34,0,0,Y,1,N,INTERNET_BANKING,0000,12,804442.58
CUST1012407,2026-06,1495.06,16,1375.84,0,18677.16,6,N,3,N,MOBILE_APP,5912,1,47712.33
CUST1012408,2026-06,11837.5,10,6372.72,17874.37,83901.95,3,Y,2,N,MOBILE_APP,4814,5,3436808.1
CUST1012409,2026-06,48717.32,10,48717.32,182002.65,0,0,N,1,N,MOBILE_APP,7399,19,475494.47
CUST1012410,2026-06,931.62,27,730.85,8273.57,566.33,16,N,2,N,INTERNET_BANKING,5814,5,206900.33
CUST1012411,2026-06,6039.17,19,8319.51,20917.18,117758.64,3,N,6,N,MOBILE_APP,7399,0,797851.77
CUST1012412,2026-06,5086.28,19,4935.89,0,49415.99,0,N,2,N,POS,4111,2,1203746.2
CUST1012413,2026-06,21540.46,35,46956.12,437529.62,13519.14,4,Y,8,N,POS,6011,4,109829.32
CUST1012414,2026-06,1394.44,12,780.6,1540.54,7056.64,5,N,2,N,INTERNET_BANKING,5541,7,365236.64
CUST1012415,2026-06,2168.09,21,2222.08,10324.2,22115.26,8,N,4,N,MOBILE_APP,5541,1,861717.5
CUST1012416,2026-06,909.35,3,909.35,0,2034,0,Y,1,N,BRANCH,6011,4,967801.05
CUST1012417,2026-06,5841.75,20,7456.78,12204.01,34280.18,0,Y,4,N,ATM,6513,4,832043.1899999999
CUST1012418,2026-06,482.68,10,482.68,1142.02,0,5,Y,1,N,MOBILE_APP,4111,4,319729.24
CUST1012419,2026-06,13528.65,42,6712.99,248715.83,7499.05,14,Y,6,N,MOBILE_APP,5691,5,59050.51
CUST1012420,2026-06,1549.5,20,1682.47,5930.38,19107.07,8,N,3,N,UPI,5814,0,510514.2
CUST1012421,2026-06,733.95,23,905.63,6359.48,1707.74,5,N,4,N,MOBILE_APP,6011,9,70381.78
CUST1012422,2026-06,14281.07,23,1507.36,8561.110000000001,107739.22,0,Y,3,N,POS,8299,12,511106.74
CUST1012423,2026-06,732.47,21,710.26,1569.41,3707.87,12,N,3,N,MOBILE_APP,4814,4,273042.18
CUST1012424,2026-06,46029.64,30,42240.34,616896.05,21990.31,7,Y,3,N,MOBILE_APP,4900,4,106880.73
CUST1012425,2026-06,542.7,33,710.97,0,13553.48,4,N,7,N,UPI,6011,0,140805.22
CUST1012426,2026-06,5366.49,14,2321.43,7430.54,23293.59,0,Y,2,N,BRANCH,6011,13,653734.7
CUST1012427,2026-06,1406.76,12,1406.76,0,4087.47,0,N,1,N,ATM,8299,18,384512.37
